id,Tweet,Label,rm_special,remove_number,remove_p,tokens,stopword,remove_whitespace_LT,remove_whitespace_multiple,preprocess_tweet
115,@adamjaylen5 @worksfess Sebenernya sistem kampus juga dikit2 emang udah mulai berubah. Makanya ada program kampus merdeka - merdeka belajar.,Mendukung,Sebenernya sistem kampus juga dikit2 emang udah mulai berubah. Makanya ada program kampus merdeka merdeka belajar.,Sebenernya sistem kampus juga dikit emang udah mulai berubah. Makanya ada program kampus merdeka merdeka belajar.,Sebenernya sistem kampus juga dikit emang udah mulai berubah Makanya ada program kampus merdeka merdeka belajar,"['Sebenernya', 'sistem', 'kampus', 'juga', 'dikit', 'emang', 'udah', 'mulai', 'berubah', 'Makanya', 'ada', 'program', 'kampus', 'merdeka', 'merdeka', 'belajar']",sebenernya sistem kampus dikit udah berubah program kampus merdeka merdeka belajar,sebenernya sistem kampus dikit udah berubah program kampus merdeka merdeka belajar,sebenernya sistem kampus dikit udah berubah program kampus merdeka merdeka belajar,sebenernya sistem kampus dikit udah ubah program kampus merdeka merdeka ajar
116,@DraftAnakUnpad yeah ikut program kampus merdeka dia,Mendukung,yeah ikut program kampus merdeka dia,yeah ikut program kampus merdeka dia,yeah ikut program kampus merdeka dia,"['yeah', 'ikut', 'program', 'kampus', 'merdeka', 'dia']",yeah program kampus merdeka,yeah program kampus merdeka,yeah program kampus merdeka,yeah program kampus merdeka
117,"@collegemenfess Nder kalo kamu ga tertarik masuk organisasi
Coba ikut program kampus merdeka 
Lumayan sih untuk nambah relasi dan pengalaman syaratnya juga ga belibet",Mendukung,Nder kalo kamu ga tertarik masuk organisasi Coba ikut program kampus merdeka Lumayan sih untuk nambah relasi dan pengalaman syaratnya juga ga belibet,Nder kalo kamu ga tertarik masuk organisasi Coba ikut program kampus merdeka Lumayan sih untuk nambah relasi dan pengalaman syaratnya juga ga belibet,Nder kalo kamu ga tertarik masuk organisasi Coba ikut program kampus merdeka Lumayan sih untuk nambah relasi dan pengalaman syaratnya juga ga belibet,"['Nder', 'kalo', 'kamu', 'ga', 'tertarik', 'masuk', 'organisasi', 'Coba', 'ikut', 'program', 'kampus', 'merdeka', 'Lumayan', 'sih', 'untuk', 'nambah', 'relasi', 'dan', 'pengalaman', 'syaratnya', 'juga', 'ga', 'belibet']",kalo ga tertarik masuk organisasi coba program kampus merdeka lumayan sih nambah relasi pengalaman syaratnya ga belibet,kalo ga tertarik masuk organisasi coba program kampus merdeka lumayan sih nambah relasi pengalaman syaratnya ga belibet,kalo ga tertarik masuk organisasi coba program kampus merdeka lumayan sih nambah relasi pengalaman syaratnya ga belibet,kalo ga tarik masuk organisasi coba program kampus merdeka lumayan sih nambah relasi alam syarat ga belibet
118,@collegemenfess kalo di kampus gue sih kayanya karena adanya mbkm sama arah organisasinya yg mulai gajelas wkwk,Mendukung,kalo di kampus gue sih kayanya karena adanya mbkm sama arah organisasinya yg mulai gajelas wkwk,kalo di kampus gue sih kayanya karena adanya mbkm sama arah organisasinya yg mulai gajelas wkwk,kalo di kampus gue sih kayanya karena adanya mbkm sama arah organisasinya yg mulai gajelas wkwk,"['kalo', 'di', 'kampus', 'gue', 'sih', 'kayanya', 'karena', 'adanya', 'mbkm', 'sama', 'arah', 'organisasinya', 'yg', 'mulai', 'gajelas', 'wkwk']",kalo kampus gue sih kayanya mbkm arah organisasinya yg gajelas,kalo kampus gue sih kayanya mbkm arah organisasinya yg gajelas,kalo kampus gue sih kayanya mbkm arah organisasinya yg gajelas,kalo kampus gue sih kaya mbkm arah organisasi yg gajelas
119,"@Faaaz_3 @FOODFESS2 Diperjelas, wkwk..
Ini kenang2an dr mahasiswa2 yg ikutan program Kampus Merdeka (Asistensi Mengajar di Satuan Pendidikan) selama bbrp bulan di sini. Salah satunya dari UIKA. https://t.co/qau17hm36M",Mendukung,_3 Diperjelas wkwk.. Ini kenang2an dr mahasiswa2 yg ikutan program Kampus Merdeka (Asistensi Mengajar di Satuan Pendidikan) selama bbrp bulan di sini. Salah satunya dari UIKA.,_ Diperjelas wkwk.. Ini kenangan dr mahasiswa yg ikutan program Kampus Merdeka (Asistensi Mengajar di Satuan Pendidikan) selama bbrp bulan di sini. Salah satunya dari UIKA., Diperjelas wkwk Ini kenangan dr mahasiswa yg ikutan program Kampus Merdeka Asistensi Mengajar di Satuan Pendidikan selama bbrp bulan di sini Salah satunya dari UIKA,"['Diperjelas', 'wkwk', 'Ini', 'kenangan', 'dr', 'mahasiswa', 'yg', 'ikutan', 'program', 'Kampus', 'Merdeka', 'Asistensi', 'Mengajar', 'di', 'Satuan', 'Pendidikan', 'selama', 'bbrp', 'bulan', 'di', 'sini', 'Salah', 'satunya', 'dari', 'UIKA']",diperjelas kenangan dr mahasiswa yg ikutan program kampus merdeka asistensi mengajar satuan pendidikan bbrp salah satunya uika,diperjelas kenangan dr mahasiswa yg ikutan program kampus merdeka asistensi mengajar satuan pendidikan bbrp salah satunya uika,diperjelas kenangan dr mahasiswa yg ikutan program kampus merdeka asistensi mengajar satuan pendidikan bbrp salah satunya uika,jelas kenang dr mahasiswa yg ikut program kampus merdeka asistensi ajar satu didik bbrp salah satu uika
120,"That's true sih. Mungkin mahasiswa sekarang pada sadar kalau organisasi kurang dalam meningkatkan skill. Bukan berarti ga ningkatin juga tapi dengan banyak nya program kampus merdeka dari pemerintah yang lebih benefit, mahasiswa jadi pada berfokus kesitu. Emang ga salah juga https://t.co/BQs5c2YMMZ",Mendukung,That's true sih. Mungkin mahasiswa sekarang pada sadar kalau organisasi kurang dalam meningkatkan skill. Bukan berarti ga ningkatin juga tapi dengan banyak nya program kampus merdeka dari pemerintah yang lebih benefit mahasiswa jadi pada berfokus kesitu. Emang ga salah juga,That's true sih. Mungkin mahasiswa sekarang pada sadar kalau organisasi kurang dalam meningkatkan skill. Bukan berarti ga ningkatin juga tapi dengan banyak nya program kampus merdeka dari pemerintah yang lebih benefit mahasiswa jadi pada berfokus kesitu. Emang ga salah juga,Thats true sih Mungkin mahasiswa sekarang pada sadar kalau organisasi kurang dalam meningkatkan skill Bukan berarti ga ningkatin juga tapi dengan banyak nya program kampus merdeka dari pemerintah yang lebih benefit mahasiswa jadi pada berfokus kesitu Emang ga salah juga,"['Thats', 'true', 'sih', 'Mungkin', 'mahasiswa', 'sekarang', 'pada', 'sadar', 'kalau', 'organisasi', 'kurang', 'dalam', 'meningkatkan', 'skill', 'Bukan', 'berarti', 'ga', 'ningkatin', 'juga', 'tapi', 'dengan', 'banyak', 'nya', 'program', 'kampus', 'merdeka', 'dari', 'pemerintah', 'yang', 'lebih', 'benefit', 'mahasiswa', 'jadi', 'pada', 'berfokus', 'kesitu', 'Emang', 'ga', 'salah', 'juga']",thats true sih mahasiswa sadar organisasi meningkatkan skill ga ningkatin nya program kampus merdeka pemerintah benefit mahasiswa berfokus kesitu ga salah,thats true sih mahasiswa sadar organisasi meningkatkan skill ga ningkatin nya program kampus merdeka pemerintah benefit mahasiswa berfokus kesitu ga salah,thats true sih mahasiswa sadar organisasi meningkatkan skill ga ningkatin nya program kampus merdeka pemerintah benefit mahasiswa berfokus kesitu ga salah,thats true sih mahasiswa sadar organisasi tingkat skill ga ningkatin nya program kampus merdeka perintah benefit mahasiswa fokus kesitu ga salah
121,jog mau nanya program magang kayak kampus merdeka dan bangkit itu dibuka setiap bulan apa ya?,Mendukung,jog mau nanya program magang kayak kampus merdeka dan bangkit itu dibuka setiap bulan apa ya?,jog mau nanya program magang kayak kampus merdeka dan bangkit itu dibuka setiap bulan apa ya?,jog mau nanya program magang kayak kampus merdeka dan bangkit itu dibuka setiap bulan apa ya,"['jog', 'mau', 'nanya', 'program', 'magang', 'kayak', 'kampus', 'merdeka', 'dan', 'bangkit', 'itu', 'dibuka', 'setiap', 'bulan', 'apa', 'ya']",jog nanya program magang kayak kampus merdeka bangkit dibuka ya,jog nanya program magang kayak kampus merdeka bangkit dibuka ya,jog nanya program magang kayak kampus merdeka bangkit dibuka ya,jog nanya program magang kayak kampus merdeka bangkit buka ya
122,@tanyarlfes kalau lu tertarik sama program kampus merdeka,Mendukung,kalau lu tertarik sama program kampus merdeka,kalau lu tertarik sama program kampus merdeka,kalau lu tertarik sama program kampus merdeka,"['kalau', 'lu', 'tertarik', 'sama', 'program', 'kampus', 'merdeka']",lu tertarik program kampus merdeka,lu tertarik program kampus merdeka,lu tertarik program kampus merdeka,lu tarik program kampus merdeka
123,"@edskywalker @direktoridosen Semacam penguatan,mungkin bisa begitu juga.kelemahan dosen super muda ini tampak ketika debat terbuka yg bth kecepatan nalar,kerap keteteran.Dosen muda berlatar aktivis tampak relatif lebih fleksibel,mungkin terbiasa ber-discourse.Program kampus merdeka mungkin juga bisa menolong",Mendukung,Semacam penguatan mungkin bisa begitu juga.kelemahan dosen super muda ini tampak ketika debat terbuka yg bth kecepatan nalar kerap keteteran.Dosen muda berlatar aktivis tampak relatif lebih fleksibel mungkin terbiasa ber discourse.Program kampus merdeka mungkin juga bisa menolong,Semacam penguatan mungkin bisa begitu juga.kelemahan dosen super muda ini tampak ketika debat terbuka yg bth kecepatan nalar kerap keteteran.Dosen muda berlatar aktivis tampak relatif lebih fleksibel mungkin terbiasa ber discourse.Program kampus merdeka mungkin juga bisa menolong,Semacam penguatan mungkin bisa begitu jugakelemahan dosen super muda ini tampak ketika debat terbuka yg bth kecepatan nalar kerap keteteranDosen muda berlatar aktivis tampak relatif lebih fleksibel mungkin terbiasa ber discourseProgram kampus merdeka mungkin juga bisa menolong,"['Semacam', 'penguatan', 'mungkin', 'bisa', 'begitu', 'jugakelemahan', 'dosen', 'super', 'muda', 'ini', 'tampak', 'ketika', 'debat', 'terbuka', 'yg', 'bth', 'kecepatan', 'nalar', 'kerap', 'keteteranDosen', 'muda', 'berlatar', 'aktivis', 'tampak', 'relatif', 'lebih', 'fleksibel', 'mungkin', 'terbiasa', 'ber', 'discourseProgram', 'kampus', 'merdeka', 'mungkin', 'juga', 'bisa', 'menolong']",penguatan jugakelemahan dosen super muda debat terbuka yg bth kecepatan nalar kerap keteterandosen muda berlatar aktivis relatif fleksibel terbiasa ber discourseprogram kampus merdeka menolong,penguatan jugakelemahan dosen super muda debat terbuka yg bth kecepatan nalar kerap keteterandosen muda berlatar aktivis relatif fleksibel terbiasa ber discourseprogram kampus merdeka menolong,penguatan jugakelemahan dosen super muda debat terbuka yg bth kecepatan nalar kerap keteterandosen muda berlatar aktivis relatif fleksibel terbiasa ber discourseprogram kampus merdeka menolong,kuat jugakelemahan dosen super muda debat buka yg bth cepat nalar kerap keteterandosen muda latar aktivis relatif fleksibel biasa ber discourseprogram kampus merdeka tolong
124,selalu ada cerita seru dari program kampus merdeka,Mendukung,selalu ada cerita seru dari program kampus merdeka,selalu ada cerita seru dari program kampus merdeka,selalu ada cerita seru dari program kampus merdeka,"['selalu', 'ada', 'cerita', 'seru', 'dari', 'program', 'kampus', 'merdeka']",cerita seru program kampus merdeka,cerita seru program kampus merdeka,cerita seru program kampus merdeka,cerita seru program kampus merdeka
125,"@maricantiq @tanyakanrl Betuuulll. 

Kalo kampus merdeka itu program dari kemendikbud. Ada magang bersertifikat, etc… dan itu bisa di konversi ke sks
Ada juga IISMA 😃👍🏻",Mendukung,Betuuulll. Kalo kampus merdeka itu program dari kemendikbud. Ada magang bersertifikat etc? dan itu bisa di konversi ke sks Ada juga IISMA ???,Betuuulll. Kalo kampus merdeka itu program dari kemendikbud. Ada magang bersertifikat etc? dan itu bisa di konversi ke sks Ada juga IISMA ???,Betuuulll Kalo kampus merdeka itu program dari kemendikbud Ada magang bersertifikat etc dan itu bisa di konversi ke sks Ada juga IISMA ,"['Betuuulll', 'Kalo', 'kampus', 'merdeka', 'itu', 'program', 'dari', 'kemendikbud', 'Ada', 'magang', 'bersertifikat', 'etc', 'dan', 'itu', 'bisa', 'di', 'konversi', 'ke', 'sks', 'Ada', 'juga', 'IISMA']",betuuulll kalo kampus merdeka program kemendikbud magang bersertifikat etc konversi sks iisma,betuuulll kalo kampus merdeka program kemendikbud magang bersertifikat etc konversi sks iisma,betuuulll kalo kampus merdeka program kemendikbud magang bersertifikat etc konversi sks iisma,betuuulll kalo kampus merdeka program kemendikbud magang sertifikat etc konversi sks iisma
126,"@collegemenfess itu biasanya yg ikut program kampus merdeka nder, temenku gituu waktu pertukaran kemaren",Mendukung,itu biasanya yg ikut program kampus merdeka nder temenku gituu waktu pertukaran kemaren,itu biasanya yg ikut program kampus merdeka nder temenku gituu waktu pertukaran kemaren,itu biasanya yg ikut program kampus merdeka nder temenku gituu waktu pertukaran kemaren,"['itu', 'biasanya', 'yg', 'ikut', 'program', 'kampus', 'merdeka', 'nder', 'temenku', 'gituu', 'waktu', 'pertukaran', 'kemaren']",yg program kampus merdeka temenku gituu pertukaran kemaren,yg program kampus merdeka temenku gituu pertukaran kemaren,yg program kampus merdeka temenku gituu pertukaran kemaren,yg program kampus merdeka temenku gituu tukar kemaren
127,"@collegemenfess terus rata-rata yang ikut program kampus merdeka itu anak himpunan yg ada, jadi gak keurus himanya wkwkwk",Mendukung,terus rata rata yang ikut program kampus merdeka itu anak himpunan yg ada jadi gak keurus himanya wkwkwk,terus rata rata yang ikut program kampus merdeka itu anak himpunan yg ada jadi gak keurus himanya wkwkwk,terus rata rata yang ikut program kampus merdeka itu anak himpunan yg ada jadi gak keurus himanya wkwkwk,"['terus', 'rata', 'rata', 'yang', 'ikut', 'program', 'kampus', 'merdeka', 'itu', 'anak', 'himpunan', 'yg', 'ada', 'jadi', 'gak', 'keurus', 'himanya', 'wkwkwk']",program kampus merdeka anak himpunan yg gak keurus himanya,program kampus merdeka anak himpunan yg gak keurus himanya,program kampus merdeka anak himpunan yg gak keurus himanya,program kampus merdeka anak himpun yg gak urus himanya
128,"@collegemenfess Emg real kok dek. Sialnya program kampus merdeka itu baru diterapkan pas saya lulus 🫠 dulu cuma himpunan, mana seniornya beh sengak banget kek dia punya kampus",Mendukung,Emg real kok dek. Sialnya program kampus merdeka itu baru diterapkan pas saya lulus ? dulu cuma himpunan mana seniornya beh sengak banget kek dia punya kampus,Emg real kok dek. Sialnya program kampus merdeka itu baru diterapkan pas saya lulus ? dulu cuma himpunan mana seniornya beh sengak banget kek dia punya kampus,Emg real kok dek Sialnya program kampus merdeka itu baru diterapkan pas saya lulus  dulu cuma himpunan mana seniornya beh sengak banget kek dia punya kampus,"['Emg', 'real', 'kok', 'dek', 'Sialnya', 'program', 'kampus', 'merdeka', 'itu', 'baru', 'diterapkan', 'pas', 'saya', 'lulus', 'dulu', 'cuma', 'himpunan', 'mana', 'seniornya', 'beh', 'sengak', 'banget', 'kek', 'dia', 'punya', 'kampus']",emg real dek sialnya program kampus merdeka diterapkan pas lulus himpunan seniornya beh sengak kek kampus,emg real dek sialnya program kampus merdeka diterapkan pas lulus himpunan seniornya beh sengak kek kampus,emg real dek sialnya program kampus merdeka diterapkan pas lulus himpunan seniornya beh sengak kek kampus,emg real dek sial program kampus merdeka terap pas lulus himpun senior beh sengak kek kampus
129,"@cikicikupawpaw Ya Allah kak, semoga semua urusannya dimudahkan &amp; dilancarkan ya. Dan semoga kakaknya diterima magang di program kampus merdeka bank Indonesia yaa, aamiin 🙏🏻 Makasih buat kesempatan GA nya 💚 beneran deh, semoga lolos &amp; diterima yaa",Mendukung,Ya Allah kak semoga semua urusannya dimudahkan &amp; dilancarkan ya. Dan semoga kakaknya diterima magang di program kampus merdeka bank Indonesia yaa aamiin ?? Makasih buat kesempatan GA nya ? beneran deh semoga lolos &amp; diterima yaa,Ya Allah kak semoga semua urusannya dimudahkan &amp; dilancarkan ya. Dan semoga kakaknya diterima magang di program kampus merdeka bank Indonesia yaa aamiin ?? Makasih buat kesempatan GA nya ? beneran deh semoga lolos &amp; diterima yaa,Ya Allah kak semoga semua urusannya dimudahkan amp dilancarkan ya Dan semoga kakaknya diterima magang di program kampus merdeka bank Indonesia yaa aamiin  Makasih buat kesempatan GA nya  beneran deh semoga lolos amp diterima yaa,"['Ya', 'Allah', 'kak', 'semoga', 'semua', 'urusannya', 'dimudahkan', 'amp', 'dilancarkan', 'ya', 'Dan', 'semoga', 'kakaknya', 'diterima', 'magang', 'di', 'program', 'kampus', 'merdeka', 'bank', 'Indonesia', 'yaa', 'aamiin', 'Makasih', 'buat', 'kesempatan', 'GA', 'nya', 'beneran', 'deh', 'semoga', 'lolos', 'amp', 'diterima', 'yaa']",ya allah kak semoga urusannya dimudahkan amp dilancarkan ya semoga kakaknya diterima magang program kampus merdeka bank indonesia yaa aamiin makasih kesempatan ga nya beneran deh semoga lolos amp diterima yaa,ya allah kak semoga urusannya dimudahkan amp dilancarkan ya semoga kakaknya diterima magang program kampus merdeka bank indonesia yaa aamiin makasih kesempatan ga nya beneran deh semoga lolos amp diterima yaa,ya allah kak semoga urusannya dimudahkan amp dilancarkan ya semoga kakaknya diterima magang program kampus merdeka bank indonesia yaa aamiin makasih kesempatan ga nya beneran deh semoga lolos amp diterima yaa,ya allah kak moga urus mudah amp lancar ya moga kakak terima magang program kampus merdeka bank indonesia yaa aamiin makasih sempat ga nya beneran deh moga lolos amp terima yaa
